Market,Customer,Business Segment,Category,Model,Color,SalesDate,SalesPeriod,ListPrice,UnitPrice,OrderQty,Sales Amount
Northeast,Small Bike Accessories Shop,Bikes,Touring Bikes,Touring-3000,Blue,05/27/10,05/01/10,$742,$445,2,$891
Northeast,Small Bike Accessories Shop,Components,Chains,Chain,Silver,05/21/10,05/01/10,$20,$12,1,$12
Northeast,Small Bike Accessories Shop,Accessories,Bike Racks,Hitch Rack - 4-Bike,,05/25/10,05/01/10,$120,$72,4,$288
Northeast,Small Bike Accessories Shop,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,05/22/10,05/01/10,$54,$32,1,$32
Northeast,Small Bike Accessories Shop,Bikes,Touring Bikes,Touring-2000,Blue,05/29/10,05/01/10,"$1,215",$729,1,$729
Northeast,Small Bike Accessories Shop,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,05/08/10,05/01/10,$50,$30,5,$150
Northeast,Small Bike Accessories Shop,Bikes,Touring Bikes,Touring-1000,Blue,05/17/10,05/01/10,"$2,384","$1,430",2,"$2,861"
Northeast,Small Bike Accessories Shop,Bikes,Touring Bikes,Touring-3000,Yellow,05/02/10,05/01/10,$742,$445,1,$445
Northeast,Small Bike Accessories Shop,Bikes,Touring Bikes,Touring-2000,Blue,05/08/10,05/01/10,"$1,215",$729,3,"$2,187"
Northeast,Small Bike Accessories Shop,Components,Derailleurs,Front Derailleur,Silver,05/06/10,05/01/10,$91,$55,3,$165
Northeast,Small Bike Accessories Shop,Bikes,Touring Bikes,Touring-1000,Yellow,05/15/10,05/01/10,"$2,384","$1,430",1,"$1,430"
Northeast,Small Bike Accessories Shop,Bikes,Touring Bikes,Touring-1000,Yellow,05/14/10,05/01/10,"$2,384","$1,430",1,"$1,430"
Northeast,Small Bike Accessories Shop,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,05/22/10,05/01/10,$54,$32,2,$65
Southwest,Big-Time Bike Store,Bikes,Road Bikes,Road-250,Black,05/27/10,05/01/10,"$2,443","$1,466",1,"$1,466"
Southwest,Big-Time Bike Store,Bikes,Road Bikes,Road-250,Black,05/01/10,05/01/10,"$2,443","$1,466",1,"$1,466"
Southwest,Big-Time Bike Store,Bikes,Road Bikes,Road-550-W,Yellow,05/09/10,05/01/10,"$1,120",$672,2,"$1,345"
Southwest,Big-Time Bike Store,Components,Road Frames,HL Road Frame,Red,05/20/10,05/01/10,"$1,432",$859,1,$859
Southwest,Big-Time Bike Store,Components,Handlebars,HL Road Handlebars,,05/12/10,05/01/10,$120,$72,1,$72
Southwest,Big-Time Bike Store,Components,Road Frames,HL Road Frame,Black,05/04/10,05/01/10,"$1,432",$859,1,$859
Southwest,Big-Time Bike Store,Bikes,Road Bikes,Road-250,Black,05/12/10,05/01/10,"$2,443","$1,466",1,"$1,466"
Southwest,Big-Time Bike Store,Components,Saddles,HL Road Seat/Saddle 2,,05/20/10,05/01/10,$53,$32,1,$32
Southeast,Sunny Place Bikes,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,05/21/10,05/01/10,$54,$32,1,$32
Southeast,Sunny Place Bikes,Bikes,Road Bikes,Road-350-W,Yellow,05/30/10,05/01/10,"$1,701","$1,021",5,"$5,103"
Southeast,Sunny Place Bikes,Clothing,Vests,Classic Vest,Blue,05/25/10,05/01/10,$64,$38,3,$114
Southeast,Sunny Place Bikes,Bikes,Road Bikes,Road-750,Black,05/17/10,05/01/10,$540,$324,1,$324
Southeast,Sunny Place Bikes,Clothing,Socks,Racing Socks,White,05/26/10,05/01/10,$9,$5,6,$32
Southeast,Sunny Place Bikes,Bikes,Road Bikes,Road-350-W,Yellow,05/08/10,05/01/10,"$1,701","$1,021",4,"$4,082"
Southeast,Sunny Place Bikes,Components,Pedals,LL Road Pedal,Silver/Black,05/20/10,05/01/10,$40,$24,1,$24
Southeast,Sunny Place Bikes,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,05/01/10,05/01/10,$50,$30,5,$150
Southeast,Sunny Place Bikes,Clothing,Socks,Racing Socks,White,05/22/10,05/01/10,$9,$5,5,$27
Southeast,Sunny Place Bikes,Clothing,Caps,Cycling Cap,Multi,05/06/10,05/01/10,$9,$5,2,$11
Northeast,Guaranteed Sales and Service,Components,Pedals,HL Road Pedal,Silver/Black,05/26/10,05/01/10,$81,$49,2,$97
Northeast,Guaranteed Sales and Service,Clothing,Caps,Cycling Cap,Multi,05/15/10,05/01/10,$9,$5,2,$11
Northeast,Guaranteed Sales and Service,Bikes,Road Bikes,Road-350-W,Yellow,05/08/10,05/01/10,"$1,701","$1,021",5,"$5,103"
Northeast,Guaranteed Sales and Service,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,05/05/10,05/01/10,$54,$32,5,$162
Northeast,Guaranteed Sales and Service,Components,Pedals,ML Road Pedal,Silver/Black,05/09/10,05/01/10,$62,$37,2,$75
Northeast,Guaranteed Sales and Service,Bikes,Road Bikes,Road-550-W,Yellow,05/10/10,05/01/10,"$1,120",$672,2,"$1,345"
Northeast,Guaranteed Sales and Service,Components,Pedals,LL Road Pedal,Silver/Black,05/10/10,05/01/10,$40,$24,4,$97
Northeast,Guaranteed Sales and Service,Clothing,Socks,Racing Socks,White,05/02/10,05/01/10,$9,$5,6,$32
Northeast,Guaranteed Sales and Service,Bikes,Road Bikes,Road-350-W,Yellow,05/30/10,05/01/10,"$1,701","$1,021",2,"$2,041"
Northeast,Guaranteed Sales and Service,Bikes,Road Bikes,Road-750,Black,05/28/10,05/01/10,$540,$324,4,"$1,296"
Northeast,Guaranteed Sales and Service,Accessories,Cleaners,Bike Wash,,05/17/10,05/01/10,$8,$5,3,$14
Northeast,Guaranteed Sales and Service,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,05/28/10,05/01/10,$50,$30,1,$30
Northeast,Guaranteed Sales and Service,Clothing,Socks,Racing Socks,White,05/23/10,05/01/10,$9,$5,12,$63
Northeast,Guaranteed Sales and Service,Bikes,Road Bikes,Road-750,Black,05/28/10,05/01/10,$540,$324,2,$648
Northwest,Nonskid Tire Company,Components,Mountain Frames,LL Mountain Frame,Silver,05/31/10,05/01/10,$264,$158,1,$158
Northwest,Nonskid Tire Company,Bikes,Mountain Bikes,Mountain-500,Silver,05/26/10,05/01/10,$565,$113,3,$339
Northwest,Nonskid Tire Company,Components,Saddles,ML Mountain Seat/Saddle 2,,05/05/10,05/01/10,$39,$23,2,$47
Northwest,Nonskid Tire Company,Bikes,Mountain Bikes,Mountain-500,Silver,05/28/10,05/01/10,$565,$113,3,$339
Northwest,Nonskid Tire Company,Bikes,Mountain Bikes,Mountain-500,Black,05/30/10,05/01/10,$540,$324,2,$648
Northwest,Nonskid Tire Company,Clothing,Gloves,Half-Finger Gloves,Black,05/26/10,05/01/10,$24,$15,2,$29
Northeast,Retail Sales and Service,Components,Road Frames,ML Road Frame-W,Yellow,05/09/10,05/01/10,$595,$357,2,$714
Northeast,Retail Sales and Service,Components,Road Frames,ML Road Frame-W,Yellow,05/29/10,05/01/10,$595,$357,1,$357
Northeast,Retail Sales and Service,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,05/19/10,05/01/10,$54,$32,1,$32
Northeast,Retail Sales and Service,Components,Road Frames,LL Road Frame,Black,05/21/10,05/01/10,$337,$202,3,$607
Northeast,Retail Sales and Service,Components,Road Frames,ML Road Frame-W,Yellow,05/13/10,05/01/10,$595,$357,3,"$1,071"
Southwest,Systematic Sales,Bikes,Touring Bikes,Touring-3000,Yellow,05/14/10,05/01/10,$742,$445,1,$445
Southwest,Systematic Sales,Components,Touring Frames,HL Touring Frame,Blue,05/05/10,05/01/10,"$1,004",$602,1,$602
Southwest,Systematic Sales,Components,Touring Frames,HL Touring Frame,Yellow,05/07/10,05/01/10,"$1,004",$602,1,$602
Southwest,Systematic Sales,Components,Handlebars,HL Touring Handlebars,,05/12/10,05/01/10,$92,$55,1,$55
Southwest,Systematic Sales,Components,Touring Frames,HL Touring Frame,Blue,05/05/10,05/01/10,"$1,004",$602,2,"$1,205"
Northeast,Expert Sports Store,Components,Mountain Frames,HL Mountain Frame,Silver,05/05/10,05/01/10,"$1,365",$819,1,$819
Northeast,Expert Sports Store,Components,Pedals,ML Mountain Pedal,Silver/Black,05/24/10,05/01/10,$62,$37,3,$112
Northeast,Expert Sports Store,Bikes,Mountain Bikes,Mountain-500,Silver,05/04/10,05/01/10,$565,$113,3,$339
Northeast,Expert Sports Store,Bikes,Mountain Bikes,Mountain-400-W,Silver,05/04/10,05/01/10,$769,$462,2,$923
Northwest,Coho Sports,Bikes,Mountain Bikes,Mountain-400-W,Silver,05/09/10,05/01/10,$769,$462,3,"$1,385"
Northwest,Coho Sports,Components,Pedals,LL Mountain Pedal,Silver/Black,05/10/10,05/01/10,$40,$24,1,$24
Northwest,Coho Sports,Bikes,Mountain Bikes,Mountain-500,Silver,05/26/10,05/01/10,$565,$113,1,$113
Northwest,Outstanding Cycles,Bikes,Touring Bikes,Touring-1000,Blue,05/20/10,05/01/10,"$2,384","$1,430",1,"$1,430"
Northwest,Outstanding Cycles,Bikes,Touring Bikes,Touring-3000,Yellow,05/02/10,05/01/10,$742,$445,4,"$1,782"
Northwest,Outstanding Cycles,Bikes,Touring Bikes,Touring-3000,Blue,05/08/10,05/01/10,$742,$445,1,$445
Northwest,Outstanding Cycles,Components,Touring Frames,LL Touring Frame,Blue,05/10/10,05/01/10,$333,$200,1,$200
Northwest,Outstanding Cycles,Components,Touring Frames,LL Touring Frame,Blue,05/23/10,05/01/10,$333,$200,2,$400
Northwest,Outstanding Cycles,Components,Touring Frames,HL Touring Frame,Blue,05/07/10,05/01/10,"$1,004",$602,1,$602
Northwest,Outstanding Cycles,Accessories,Bike Racks,Hitch Rack - 4-Bike,,05/02/10,05/01/10,$120,$72,10,$720
Northwest,Outstanding Cycles,Components,Saddles,HL Touring Seat/Saddle,,05/07/10,05/01/10,$53,$32,2,$63
Northwest,Outstanding Cycles,Accessories,Bottles and Cages,Water Bottle,,05/13/10,05/01/10,$5,$3,16,$44
Northwest,Outstanding Cycles,Bikes,Touring Bikes,Touring-3000,Yellow,05/12/10,05/01/10,$742,$445,7,"$3,118"
Northwest,Outstanding Cycles,Clothing,Gloves,Half-Finger Gloves,Black,05/21/10,05/01/10,$24,$15,4,$59
Northwest,Outstanding Cycles,Accessories,Helmets,Sport-100,Black,05/26/10,05/01/10,$35,$21,4,$84
Northwest,Outstanding Cycles,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,05/01/10,05/01/10,$54,$32,5,$162
Northwest,Outstanding Cycles,Clothing,Vests,Classic Vest,Blue,05/29/10,05/01/10,$64,$35,17,$594
Northwest,Outstanding Cycles,Bikes,Touring Bikes,Touring-3000,Yellow,05/23/10,05/01/10,$742,$445,1,$445
Northwest,Outstanding Cycles,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,05/20/10,05/01/10,$54,$32,2,$65
Northwest,Outstanding Cycles,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,05/21/10,05/01/10,$50,$30,4,$120
Northwest,Outstanding Cycles,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,05/03/10,05/01/10,$50,$30,6,$180
Northwest,Outstanding Cycles,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,05/05/10,05/01/10,$50,$30,10,$300
Northwest,Outstanding Cycles,Accessories,Helmets,Sport-100,Blue,05/15/10,05/01/10,$35,$21,6,$126
Northwest,Outstanding Cycles,Bikes,Touring Bikes,Touring-1000,Yellow,05/15/10,05/01/10,"$2,384","$1,430",3,"$4,291"
Northwest,Outstanding Cycles,Bikes,Touring Bikes,Touring-2000,Blue,05/30/10,05/01/10,"$1,215",$729,1,$729
Northwest,Outstanding Cycles,Clothing,Vests,Classic Vest,Blue,05/22/10,05/01/10,$64,$38,8,$305
Northwest,Outstanding Cycles,Clothing,Gloves,Half-Finger Gloves,Black,05/07/10,05/01/10,$24,$15,4,$59
Northwest,Outstanding Cycles,Components,Touring Frames,HL Touring Frame,Yellow,05/16/10,05/01/10,"$1,004",$602,6,"$3,614"
Northwest,Outstanding Cycles,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,05/31/10,05/01/10,$54,$32,4,$130
Northwest,Outstanding Cycles,Bikes,Touring Bikes,Touring-3000,Yellow,05/18/10,05/01/10,$742,$445,3,"$1,336"
Northwest,Outstanding Cycles,Accessories,Tires and Tubes,Patch kit,,05/18/10,05/01/10,$2,$1,1,$1
Northwest,Outstanding Cycles,Bikes,Touring Bikes,Touring-3000,Blue,05/01/10,05/01/10,$742,$445,1,$445
Northwest,Outstanding Cycles,Components,Touring Frames,LL Touring Frame,Yellow,05/02/10,05/01/10,$333,$200,1,$200
Northwest,Outstanding Cycles,Bikes,Touring Bikes,Touring-2000,Blue,05/20/10,05/01/10,"$1,215",$729,3,"$2,187"
Northwest,Outstanding Cycles,Bikes,Touring Bikes,Touring-2000,Blue,05/07/10,05/01/10,"$1,215",$729,1,$729
Northwest,Outstanding Cycles,Clothing,Gloves,Half-Finger Gloves,Black,05/10/10,05/01/10,$24,$14,11,$156
Northwest,Outstanding Cycles,Clothing,Caps,Cycling Cap,Multi,05/03/10,05/01/10,$9,$5,10,$54
Northwest,Outstanding Cycles,Components,Touring Frames,HL Touring Frame,Yellow,05/28/10,05/01/10,"$1,004",$602,3,"$1,807"
Northwest,Outstanding Cycles,Accessories,Cleaners,Bike Wash,,05/03/10,05/01/10,$8,$5,11,$51
Northwest,Outstanding Cycles,Bikes,Touring Bikes,Touring-3000,Blue,05/27/10,05/01/10,$742,$445,2,$891
Northwest,Outstanding Cycles,Accessories,Helmets,Sport-100,Red,05/12/10,05/01/10,$35,$21,10,$210
Northwest,Outstanding Cycles,Accessories,Hydration Packs,Hydration Pack,Silver,05/02/10,05/01/10,$55,$33,10,$330
Northwest,Outstanding Cycles,Bikes,Touring Bikes,Touring-1000,Yellow,05/06/10,05/01/10,"$2,384","$1,430",3,"$4,291"
Northwest,Outstanding Cycles,Bikes,Touring Bikes,Touring-1000,Yellow,05/27/10,05/01/10,"$2,384","$1,430",6,"$8,583"
Northwest,Outstanding Cycles,Bikes,Touring Bikes,Touring-1000,Blue,05/17/10,05/01/10,"$2,384","$1,430",3,"$4,291"
Northwest,Outstanding Cycles,Bikes,Touring Bikes,Touring-1000,Blue,05/27/10,05/01/10,"$2,384","$1,430",8,"$11,444"
Southwest,Maintenance and Repair for Bicycles,Bikes,Touring Bikes,Touring-1000,Yellow,05/10/10,05/01/10,"$2,384","$1,430",3,"$4,291"
Southwest,Maintenance and Repair for Bicycles,Bikes,Touring Bikes,Touring-1000,Blue,05/09/10,05/01/10,"$2,384","$1,430",1,"$1,430"
Southwest,Maintenance and Repair for Bicycles,Bikes,Touring Bikes,Touring-2000,Blue,05/28/10,05/01/10,"$1,215",$729,1,$729
Southeast,General Associates,Bikes,Road Bikes,Road-550-W,Yellow,05/12/10,05/01/10,"$1,120",$672,1,$672
Southeast,General Associates,Components,Road Frames,ML Road Frame-W,Yellow,05/20/10,05/01/10,$595,$357,2,$714
Southeast,General Associates,Components,Handlebars,HL Road Handlebars,,05/18/10,05/01/10,$120,$72,1,$72
Southeast,General Associates,Components,Road Frames,ML Road Frame-W,Yellow,05/26/10,05/01/10,$595,$357,1,$357
Northwest,Superior Hardware Distributors,Bikes,Mountain Bikes,Mountain-400-W,Silver,05/09/10,05/01/10,$769,$462,1,$462
Northwest,Permanent Finish Products,Accessories,Hydration Packs,Hydration Pack,Silver,05/30/10,05/01/10,$55,$32,13,$415
Northwest,Permanent Finish Products,Bikes,Mountain Bikes,Mountain-500,Silver,05/06/10,05/01/10,$565,$113,1,$113
Northwest,Permanent Finish Products,Accessories,Cleaners,Bike Wash,,05/29/10,05/01/10,$8,$5,8,$38
Northwest,Permanent Finish Products,Clothing,Gloves,Half-Finger Gloves,Black,05/04/10,05/01/10,$24,$15,7,$103
Northwest,Permanent Finish Products,Components,Mountain Frames,LL Mountain Frame,Black,05/11/10,05/01/10,$250,$150,6,$899
Northwest,Permanent Finish Products,Components,Mountain Frames,HL Mountain Frame,Silver,05/27/10,05/01/10,"$1,365",$819,5,"$4,094"
Northwest,Permanent Finish Products,Components,Pedals,HL Mountain Pedal,Silver/Black,05/20/10,05/01/10,$81,$49,4,$194
Northwest,Permanent Finish Products,Clothing,Shorts,Women's Mountain Shorts,Black,05/26/10,05/01/10,$70,$42,3,$126
Northwest,Permanent Finish Products,Components,Bottom Brackets,HL Bottom Bracket,,05/22/10,05/01/10,$121,$73,6,$437
Northwest,Permanent Finish Products,Components,Mountain Frames,LL Mountain Frame,Black,05/17/10,05/01/10,$250,$150,4,$599
Northwest,Permanent Finish Products,Components,Saddles,HL Mountain Seat/Saddle 2,,05/13/10,05/01/10,$53,$32,3,$95
Northwest,Permanent Finish Products,Components,Saddles,LL Mountain Seat/Saddle 2,,05/22/10,05/01/10,$27,$16,4,$65
Northwest,Permanent Finish Products,Bikes,Mountain Bikes,Mountain-500,Black,05/06/10,05/01/10,$540,$324,2,$648
Northwest,Permanent Finish Products,Clothing,Gloves,Half-Finger Gloves,Black,05/22/10,05/01/10,$24,$15,4,$59
Northwest,Permanent Finish Products,Clothing,Caps,Cycling Cap,Multi,05/27/10,05/01/10,$9,$5,12,$63
Northwest,Permanent Finish Products,Bikes,Mountain Bikes,Mountain-500,Silver,05/08/10,05/01/10,$565,$113,2,$226
Northwest,Permanent Finish Products,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,05/20/10,05/01/10,$50,$29,12,$348
Northwest,Permanent Finish Products,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,05/22/10,05/01/10,$54,$32,8,$259
Northwest,Permanent Finish Products,Accessories,Tires and Tubes,Patch kit,,05/28/10,05/01/10,$2,$1,6,$8
Northwest,Permanent Finish Products,Components,Handlebars,ML Mountain Handlebars,,05/10/10,05/01/10,$62,$37,2,$74
Northwest,Permanent Finish Products,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,05/22/10,05/01/10,$54,$31,13,$407
Northwest,Permanent Finish Products,Components,Mountain Frames,LL Mountain Frame,Silver,05/03/10,05/01/10,$264,$158,4,$634
Northwest,Permanent Finish Products,Accessories,Helmets,Sport-100,Blue,05/09/10,05/01/10,$35,$21,10,$210
Northwest,Permanent Finish Products,Components,Mountain Frames,LL Mountain Frame,Silver,05/12/10,05/01/10,$264,$158,5,$792
Northwest,Permanent Finish Products,Clothing,Shorts,Women's Mountain Shorts,Black,05/23/10,05/01/10,$70,$42,4,$168
Northwest,Permanent Finish Products,Components,Cranksets,HL Crankset,Black,05/04/10,05/01/10,$405,$243,1,$243
Northwest,Permanent Finish Products,Components,Mountain Frames,ML Mountain Frame-W,Silver,05/16/10,05/01/10,$364,$218,2,$437
Northwest,Permanent Finish Products,Clothing,Gloves,Half-Finger Gloves,Black,05/15/10,05/01/10,$24,$15,5,$73
Northwest,Permanent Finish Products,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,05/15/10,05/01/10,$54,$32,10,$324
Northwest,Permanent Finish Products,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,05/09/10,05/01/10,$50,$30,6,$180
Northwest,Permanent Finish Products,Bikes,Mountain Bikes,Mountain-200,Black,05/13/10,05/01/10,"$2,295","$1,377",2,"$2,754"
Northwest,Permanent Finish Products,Bikes,Mountain Bikes,Mountain-500,Silver,05/18/10,05/01/10,$565,$113,4,$452
Northwest,Permanent Finish Products,Clothing,Vests,Classic Vest,Blue,05/20/10,05/01/10,$64,$38,5,$191
Northwest,Permanent Finish Products,Components,Mountain Frames,ML Mountain Frame-W,Silver,05/18/10,05/01/10,$364,$218,2,$437
Northwest,Permanent Finish Products,Accessories,Helmets,Sport-100,Black,05/17/10,05/01/10,$35,$20,14,$284
Northwest,Permanent Finish Products,Components,Mountain Frames,HL Mountain Frame,Silver,05/29/10,05/01/10,"$1,365",$819,6,"$4,912"
Northwest,Permanent Finish Products,Components,Pedals,ML Mountain Pedal,Silver/Black,05/27/10,05/01/10,$62,$37,2,$75
Northwest,Permanent Finish Products,Bikes,Mountain Bikes,Mountain-200,Silver,05/06/10,05/01/10,"$2,320","$1,392",7,"$9,744"
Northwest,Permanent Finish Products,Components,Mountain Frames,LL Mountain Frame,Black,05/19/10,05/01/10,$250,$150,3,$450
Northwest,Permanent Finish Products,Accessories,Bottles and Cages,Water Bottle,,05/27/10,05/01/10,$5,$3,6,$18
Northwest,Permanent Finish Products,Components,Derailleurs,Front Derailleur,Silver,05/05/10,05/01/10,$91,$55,8,$439
Northwest,Permanent Finish Products,Components,Pedals,LL Mountain Pedal,Silver/Black,05/19/10,05/01/10,$40,$24,3,$73
Northwest,Permanent Finish Products,Components,Handlebars,LL Mountain Handlebars,,05/03/10,05/01/10,$45,$27,5,$134
Northwest,Permanent Finish Products,Components,Derailleurs,Rear Derailleur,Silver,05/27/10,05/01/10,$121,$73,4,$292
Northwest,Permanent Finish Products,Bikes,Mountain Bikes,Mountain-200,Silver,05/20/10,05/01/10,"$2,320","$1,346",11,"$14,802"
Northwest,Permanent Finish Products,Components,Mountain Frames,HL Mountain Frame,Black,05/07/10,05/01/10,"$1,350",$810,4,"$3,239"
Northwest,Permanent Finish Products,Components,Bottom Brackets,LL Bottom Bracket,,05/06/10,05/01/10,$54,$32,4,$130
Northwest,Permanent Finish Products,Clothing,Vests,Classic Vest,Blue,05/06/10,05/01/10,$64,$37,13,$479
Northwest,Permanent Finish Products,Bikes,Mountain Bikes,Mountain-200,Silver,05/30/10,05/01/10,"$2,320","$1,392",7,"$9,744"
Northwest,Permanent Finish Products,Components,Chains,Chain,Silver,05/07/10,05/01/10,$20,$12,5,$61
Northwest,Permanent Finish Products,Components,Cranksets,LL Crankset,Black,05/28/10,05/01/10,$175,$105,2,$211
Northwest,Permanent Finish Products,Accessories,Bike Racks,Hitch Rack - 4-Bike,,05/14/10,05/01/10,$120,$72,8,$576
Northwest,Permanent Finish Products,Components,Mountain Frames,LL Mountain Frame,Silver,05/17/10,05/01/10,$264,$158,5,$792
Northwest,Permanent Finish Products,Components,Mountain Frames,HL Mountain Frame,Black,05/07/10,05/01/10,"$1,350",$810,5,"$4,049"
Northwest,Permanent Finish Products,Bikes,Mountain Bikes,Mountain-500,Silver,05/09/10,05/01/10,$565,$113,2,$226
Northwest,Permanent Finish Products,Accessories,Helmets,Sport-100,Red,05/16/10,05/01/10,$35,$20,12,$244
Northwest,Permanent Finish Products,Components,Brakes,Front Brakes,Silver,05/15/10,05/01/10,$107,$64,2,$128
Northwest,Permanent Finish Products,Components,Mountain Frames,LL Mountain Frame,Silver,05/29/10,05/01/10,$264,$158,3,$475
Northwest,Permanent Finish Products,Components,Saddles,ML Mountain Seat/Saddle 2,,05/26/10,05/01/10,$39,$23,5,$117
Northwest,Permanent Finish Products,Components,Mountain Frames,HL Mountain Frame,Silver,05/04/10,05/01/10,"$1,365",$819,2,"$1,637"
Northwest,Permanent Finish Products,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,05/15/10,05/01/10,$50,$30,6,$180
Northeast,Bike Boutique,Bikes,Road Bikes,Road-350-W,Yellow,05/20/10,05/01/10,"$1,701","$1,021",4,"$4,082"
Northeast,Bike Boutique,Bikes,Road Bikes,Road-550-W,Yellow,05/04/10,05/01/10,"$1,120",$672,2,"$1,345"
Northeast,Bike Boutique,Components,Road Frames,ML Road Frame-W,Yellow,05/18/10,05/01/10,$595,$357,1,$357
Northeast,Bike Boutique,Bikes,Road Bikes,Road-750,Black,05/21/10,05/01/10,$540,$324,1,$324
Northeast,Bike Boutique,Components,Road Frames,HL Road Frame,Red,05/25/10,05/01/10,"$1,432",$859,4,"$3,436"
Northeast,Bike Boutique,Bikes,Road Bikes,Road-750,Black,05/01/10,05/01/10,$540,$324,6,"$1,944"
Northeast,Bike Boutique,Components,Pedals,ML Road Pedal,Silver/Black,05/06/10,05/01/10,$62,$37,1,$37
Northeast,Bike Boutique,Components,Road Frames,HL Road Frame,Red,05/31/10,05/01/10,"$1,432",$859,2,"$1,718"
Northeast,Bike Boutique,Components,Pedals,HL Road Pedal,Silver/Black,05/12/10,05/01/10,$81,$49,4,$194
Northeast,Bike Boutique,Components,Road Frames,ML Road Frame-W,Yellow,05/28/10,05/01/10,$595,$357,2,$714
Northeast,Bike Boutique,Components,Road Frames,LL Road Frame,Black,05/14/10,05/01/10,$337,$202,2,$405
Northeast,Bike Boutique,Components,Pedals,LL Road Pedal,Silver/Black,05/30/10,05/01/10,$40,$24,2,$49
Northeast,Bike Boutique,Bikes,Road Bikes,Road-350-W,Yellow,05/19/10,05/01/10,"$1,701","$1,021",3,"$3,062"
Northeast,Bike Boutique,Components,Handlebars,HL Road Handlebars,,05/23/10,05/01/10,$120,$72,1,$72
Northeast,Bike Boutique,Bikes,Road Bikes,Road-250,Black,05/27/10,05/01/10,"$2,443","$1,466",4,"$5,864"
Northeast,Bike Boutique,Bikes,Road Bikes,Road-750,Black,05/23/10,05/01/10,$540,$324,3,$972
Northeast,Bike Boutique,Bikes,Road Bikes,Road-350-W,Yellow,05/03/10,05/01/10,"$1,701","$1,021",1,"$1,021"
Northeast,Bike Boutique,Clothing,Socks,Racing Socks,White,05/26/10,05/01/10,$9,$5,2,$11
Northeast,Bike Boutique,Bikes,Road Bikes,Road-550-W,Yellow,05/11/10,05/01/10,"$1,120",$672,2,"$1,345"
Northeast,Bike Boutique,Bikes,Road Bikes,Road-250,Black,05/19/10,05/01/10,"$2,443","$1,466",2,"$2,932"
Northeast,Bike Boutique,Bikes,Road Bikes,Road-550-W,Yellow,05/11/10,05/01/10,"$1,120",$672,3,"$2,017"
Northeast,Bike Boutique,Components,Road Frames,LL Road Frame,Black,05/16/10,05/01/10,$337,$202,1,$202
Northeast,Bike Boutique,Components,Road Frames,HL Road Frame,Black,05/30/10,05/01/10,"$1,432",$859,4,"$3,436"
Northeast,Traditional Department Stores,Components,Mountain Frames,ML Mountain Frame-W,Silver,05/30/10,05/01/10,$364,$218,2,$437
Northeast,Traditional Department Stores,Components,Pedals,ML Mountain Pedal,Silver/Black,05/30/10,05/01/10,$62,$37,3,$112
Northeast,Traditional Department Stores,Clothing,Shorts,Women's Mountain Shorts,Black,05/15/10,05/01/10,$70,$38,21,$808
Northeast,Traditional Department Stores,Components,Mountain Frames,LL Mountain Frame,Silver,05/04/10,05/01/10,$264,$158,1,$158
Northeast,Traditional Department Stores,Components,Mountain Frames,LL Mountain Frame,Silver,05/02/10,05/01/10,$264,$158,3,$475
Northeast,Traditional Department Stores,Clothing,Shorts,Women's Mountain Shorts,Black,05/19/10,05/01/10,$70,$42,3,$126
Northeast,Traditional Department Stores,Components,Pedals,HL Mountain Pedal,Silver/Black,05/19/10,05/01/10,$81,$49,1,$49
Northeast,Traditional Department Stores,Components,Mountain Frames,LL Mountain Frame,Black,05/19/10,05/01/10,$250,$150,2,$300
Northeast,Traditional Department Stores,Components,Saddles,HL Mountain Seat/Saddle 2,,05/09/10,05/01/10,$53,$32,2,$63
Northeast,Traditional Department Stores,Components,Mountain Frames,ML Mountain Frame-W,Silver,05/08/10,05/01/10,$364,$218,1,$218
Northeast,Traditional Department Stores,Clothing,Shorts,Women's Mountain Shorts,Black,05/02/10,05/01/10,$70,$38,19,$731
Northeast,Traditional Department Stores,Components,Handlebars,ML Mountain Handlebars,,05/02/10,05/01/10,$62,$37,1,$37
Northwest,Racing Bike Outlet,Bikes,Road Bikes,Road-250,Black,05/31/10,05/01/10,"$2,443","$1,466",1,"$1,466"
Northwest,Racing Bike Outlet,Components,Saddles,HL Road Seat/Saddle 2,,05/15/10,05/01/10,$53,$32,3,$95
