,latitude,housing_median_age,total_rooms,population,households,median_income,median_house_value,ocean_proximity
14760,32.56,5.0,2706.0,3148.0,855.0,1.7301,125000.0,NEAR OCEAN
14761,32.55,5.0,3223.0,3284.0,854.0,1.4384,108800.0,NEAR OCEAN
14762,32.54,7.0,938.0,1187.0,282.0,1.2667,67500.0,NEAR OCEAN
14763,32.59,21.0,2350.0,1621.0,613.0,2.0734,87500.0,NEAR OCEAN
14764,32.58,23.0,1662.0,1318.0,386.0,2.3,120800.0,NEAR OCEAN
14765,32.58,17.0,2046.0,1585.0,530.0,2.25,132800.0,NEAR OCEAN
14766,32.58,33.0,393.0,330.0,80.0,4.1029,122700.0,NEAR OCEAN
14767,32.58,29.0,1061.0,759.0,206.0,4.8646,136800.0,NEAR OCEAN
14768,32.57,26.0,2343.0,1221.0,372.0,4.3601,144900.0,NEAR OCEAN
14769,32.56,16.0,2687.0,1502.0,480.0,3.75,146800.0,NEAR OCEAN
14770,32.57,17.0,2961.0,1911.0,615.0,2.5859,131400.0,NEAR OCEAN
14771,32.57,18.0,2203.0,1943.0,497.0,2.25,103200.0,NEAR OCEAN
14772,32.57,14.0,1527.0,1224.0,363.0,2.7361,93600.0,NEAR OCEAN
14773,32.56,9.0,3648.0,3293.0,840.0,3.0992,142600.0,NEAR OCEAN
14774,32.59,8.0,2888.0,2441.0,683.0,2.7048,153000.0,NEAR OCEAN
14775,32.58,15.0,1462.0,1002.0,271.0,3.9698,142700.0,NEAR OCEAN
14776,32.58,22.0,2128.0,1420.0,450.0,3.2687,131000.0,NEAR OCEAN
14777,32.58,25.0,1607.0,899.0,260.0,3.8194,134400.0,NEAR OCEAN
14778,32.58,12.0,2565.0,1785.0,545.0,3.0273,135300.0,NEAR OCEAN
14779,32.57,9.0,6298.0,4451.0,1456.0,2.569,88300.0,NEAR OCEAN
14780,32.57,23.0,1817.0,1371.0,327.0,3.6736,139500.0,NEAR OCEAN
14781,32.57,10.0,2198.0,1645.0,350.0,4.5547,160700.0,NEAR OCEAN
14782,32.57,17.0,444.0,357.0,87.0,5.1478,138900.0,NEAR OCEAN
14783,32.56,8.0,864.0,626.0,172.0,4.8984,151500.0,NEAR OCEAN
14784,32.55,8.0,6533.0,4797.0,1177.0,3.9583,144400.0,NEAR OCEAN
14785,32.58,34.0,2003.0,1226.0,443.0,3.0613,136700.0,NEAR OCEAN
14786,32.57,21.0,1738.0,983.0,298.0,4.8274,174100.0,NEAR OCEAN
14787,32.58,27.0,2511.0,1427.0,576.0,3.1645,156000.0,NEAR OCEAN
14788,32.58,32.0,1870.0,1142.0,426.0,2.3194,159400.0,NEAR OCEAN
14789,32.58,27.0,1417.0,814.0,348.0,2.3603,195300.0,NEAR OCEAN
14790,32.56,20.0,2524.0,1819.0,560.0,2.9286,257700.0,NEAR OCEAN
14791,32.58,28.0,1869.0,1074.0,344.0,2.5988,135600.0,NEAR OCEAN
14792,32.57,32.0,2723.0,1702.0,562.0,3.3371,140500.0,NEAR OCEAN
14793,32.57,35.0,1450.0,930.0,286.0,2.6715,133300.0,NEAR OCEAN
14794,32.58,26.0,1360.0,869.0,328.0,3.0217,131600.0,NEAR OCEAN
14795,32.58,21.0,2894.0,2109.0,712.0,2.2755,125000.0,NEAR OCEAN
14796,32.58,27.0,2616.0,1889.0,577.0,2.3824,127600.0,NEAR OCEAN
14797,32.57,14.0,5058.0,3662.0,1193.0,2.3253,133700.0,NEAR OCEAN
14798,32.59,17.0,2020.0,1529.0,500.0,2.1773,143200.0,NEAR OCEAN
14799,32.58,12.0,1086.0,870.0,290.0,2.4213,132500.0,NEAR OCEAN
14800,32.59,18.0,2329.0,1538.0,567.0,2.1179,153100.0,NEAR OCEAN
14801,32.59,28.0,2793.0,1825.0,676.0,2.6724,144500.0,NEAR OCEAN
14802,32.58,36.0,1940.0,1076.0,382.0,3.3906,147800.0,NEAR OCEAN
14803,32.63,10.0,7374.0,1900.0,794.0,8.7991,478500.0,NEAR OCEAN
14804,32.63,26.0,1617.0,2745.0,250.0,3.5357,67500.0,NEAR OCEAN
14805,32.68,16.0,5895.0,873.0,522.0,7.3669,187500.0,NEAR OCEAN
14806,32.68,29.0,1539.0,556.0,289.0,3.25,500001.0,NEAR OCEAN
14807,32.69,52.0,1837.0,668.0,300.0,5.1009,500001.0,NEAR OCEAN
14808,32.69,37.0,3112.0,1304.0,674.0,3.2121,320800.0,NEAR OCEAN
14809,32.69,44.0,2819.0,1258.0,503.0,4.4777,452800.0,NEAR OCEAN
14810,32.69,40.0,2236.0,767.0,316.0,5.3177,500001.0,NEAR OCEAN
14811,32.69,48.0,2764.0,978.0,449.0,5.1249,432400.0,NEAR OCEAN
14812,32.69,19.0,2802.0,1159.0,597.0,4.7891,334600.0,NEAR OCEAN
14813,32.69,45.0,3168.0,1341.0,562.0,4.5189,422200.0,NEAR OCEAN
14814,32.7,33.0,4084.0,1804.0,833.0,4.0488,409700.0,NEAR OCEAN
14815,32.7,44.0,2655.0,1102.0,489.0,3.6759,368800.0,NEAR OCEAN
14816,32.7,42.0,1691.0,761.0,281.0,5.1386,404500.0,NEAR OCEAN
14817,32.69,35.0,2921.0,1042.0,415.0,6.3612,482700.0,NEAR OCEAN
14818,32.68,36.0,26.0,58.0,23.0,1.9107,125000.0,NEAR OCEAN
14819,32.67,43.0,515.0,445.0,140.0,1.6094,93000.0,NEAR OCEAN
14820,32.67,46.0,928.0,790.0,235.0,1.6806,92500.0,NEAR OCEAN
14821,32.67,52.0,204.0,248.0,57.0,1.7961,47500.0,NEAR OCEAN
14822,32.66,52.0,16.0,8.0,3.0,1.125,60000.0,NEAR OCEAN
14823,32.67,52.0,280.0,217.0,71.0,1.4844,83300.0,NEAR OCEAN
14824,32.66,52.0,25.0,14.0,9.0,1.625,118800.0,NEAR OCEAN
14825,32.67,37.0,1157.0,983.0,306.0,2.0972,117000.0,NEAR OCEAN
14826,32.66,38.0,833.0,570.0,182.0,1.8333,127100.0,NEAR OCEAN
14827,32.66,37.0,1232.0,1086.0,330.0,1.6389,114300.0,NEAR OCEAN
14828,32.66,27.0,1782.0,1785.0,560.0,2.1542,106300.0,NEAR OCEAN
14829,32.67,26.0,2629.0,2721.0,767.0,2.0982,109100.0,NEAR OCEAN
14830,32.67,22.0,1690.0,1669.0,494.0,2.0213,110600.0,NEAR OCEAN
14831,32.68,30.0,2662.0,1997.0,605.0,2.8089,120600.0,NEAR OCEAN
14832,32.67,31.0,2051.0,1581.0,538.0,2.052,108900.0,NEAR OCEAN
14833,32.67,15.0,1635.0,1347.0,597.0,1.2745,92900.0,NEAR OCEAN
14834,32.68,20.0,1012.0,837.0,240.0,2.0488,88900.0,NEAR OCEAN
14835,32.69,29.0,4174.0,3675.0,1124.0,1.8112,103600.0,NEAR OCEAN
14836,32.68,42.0,2013.0,1920.0,557.0,2.0724,107600.0,NEAR OCEAN
14837,32.68,47.0,771.0,637.0,212.0,2.0156,90300.0,NEAR OCEAN
14838,32.68,49.0,1412.0,1200.0,332.0,2.0398,93600.0,NEAR OCEAN
14839,32.68,47.0,1044.0,1003.0,280.0,1.7802,97800.0,NEAR OCEAN
14840,32.68,45.0,1183.0,900.0,266.0,2.4943,99600.0,NEAR OCEAN
14841,32.69,29.0,1429.0,1091.0,317.0,3.4609,118000.0,NEAR OCEAN
14842,32.69,31.0,2558.0,1938.0,492.0,3.4875,117000.0,NEAR OCEAN
14843,32.69,36.0,1571.0,1001.0,268.0,3.6875,111400.0,NEAR OCEAN
14844,32.69,34.0,1469.0,1031.0,267.0,3.4583,112700.0,NEAR OCEAN
14845,32.68,29.0,1792.0,1650.0,396.0,2.2201,100000.0,NEAR OCEAN
14846,32.69,28.0,1485.0,820.0,283.0,4.069,153300.0,NEAR OCEAN
14847,32.68,26.0,3071.0,2156.0,568.0,2.9318,112400.0,NEAR OCEAN
14848,32.68,19.0,3635.0,3127.0,1098.0,1.324,122600.0,NEAR OCEAN
14849,32.68,20.0,2569.0,2341.0,705.0,2.0114,104900.0,NEAR OCEAN
14850,32.67,28.0,2758.0,2179.0,631.0,2.3814,112300.0,NEAR OCEAN
14851,32.67,31.0,3008.0,2088.0,757.0,2.5662,118200.0,NEAR OCEAN
14852,32.66,46.0,844.0,423.0,161.0,3.375,136300.0,NEAR OCEAN
14853,32.66,43.0,1004.0,839.0,235.0,2.81,103400.0,NEAR OCEAN
14854,32.67,35.0,3200.0,1723.0,610.0,1.8977,95600.0,NEAR OCEAN
14855,32.65,12.0,4131.0,2272.0,840.0,3.4701,204900.0,NEAR OCEAN
14856,32.64,32.0,5135.0,2152.0,944.0,4.1325,172800.0,NEAR OCEAN
14857,32.64,43.0,1005.0,548.0,252.0,1.8672,145800.0,NEAR OCEAN
14858,32.65,17.0,2633.0,1487.0,694.0,2.5392,147000.0,NEAR OCEAN
14859,32.64,38.0,917.0,494.0,233.0,1.9241,150000.0,NEAR OCEAN
14860,32.64,11.0,1651.0,947.0,515.0,1.6806,141700.0,NEAR OCEAN
14861,32.65,20.0,1445.0,573.0,334.0,2.6189999999999998,145800.0,NEAR OCEAN
14862,32.65,25.0,3509.0,2359.0,899.0,2.6296,150000.0,NEAR OCEAN
14863,32.65,28.0,2296.0,1277.0,550.0,2.3562,123800.0,NEAR OCEAN
14864,32.64,38.0,2095.0,1240.0,550.0,2.7218,145900.0,NEAR OCEAN
14865,32.64,30.0,3171.0,2126.0,800.0,2.5069999999999997,142700.0,NEAR OCEAN
14866,32.64,29.0,1578.0,1236.0,461.0,2.5658,134700.0,NEAR OCEAN
14867,32.64,20.0,1999.0,1302.0,592.0,1.6321,57500.0,NEAR OCEAN
14868,32.64,19.0,2571.0,1205.0,783.0,1.62,131300.0,NEAR OCEAN
14869,32.63,27.0,2920.0,1935.0,746.0,2.4148,67500.0,NEAR OCEAN
14870,32.64,23.0,1619.0,1025.0,415.0,1.858,67500.0,NEAR OCEAN
14871,32.62,27.0,1846.0,1078.0,482.0,2.1719,131500.0,NEAR OCEAN
14872,32.62,37.0,1538.0,867.0,285.0,3.0729,128700.0,NEAR OCEAN
14873,32.62,37.0,1925.0,1344.0,426.0,2.4866,129700.0,NEAR OCEAN
14874,32.62,34.0,1576.0,1153.0,381.0,2.1955,129700.0,NEAR OCEAN
14875,32.63,33.0,2891.0,1607.0,754.0,2.1281,139800.0,NEAR OCEAN
14876,32.64,24.0,3613.0,2002.0,931.0,1.9469999999999998,147500.0,NEAR OCEAN
14877,32.63,33.0,620.0,420.0,164.0,1.8417,150000.0,NEAR OCEAN
14878,32.64,38.0,1486.0,745.0,295.0,4.6477,150400.0,NEAR OCEAN
14879,32.63,37.0,2303.0,1026.0,357.0,3.455,156900.0,NEAR OCEAN
14880,32.64,30.0,2873.0,1593.0,731.0,2.24,129500.0,NEAR OCEAN
14881,32.63,37.0,1326.0,612.0,240.0,4.125,160200.0,NEAR OCEAN
14882,32.62,36.0,786.0,408.0,138.0,3.9167,189700.0,NEAR OCEAN
14883,32.63,40.0,1706.0,796.0,303.0,3.5583,154900.0,NEAR OCEAN
14884,32.63,37.0,2372.0,1056.0,419.0,3.7583,145500.0,NEAR OCEAN
14885,32.63,30.0,2504.0,1827.0,490.0,2.6146,159400.0,NEAR OCEAN
14886,32.63,28.0,2080.0,1266.0,434.0,2.2788,146300.0,NEAR OCEAN
14887,32.62,28.0,2468.0,1353.0,522.0,3.0771,158600.0,NEAR OCEAN
14888,32.62,36.0,1674.0,818.0,307.0,3.4773,150400.0,NEAR OCEAN
14889,32.61,23.0,1157.0,640.0,313.0,2.1548,118800.0,NEAR OCEAN
14890,32.61,21.0,1945.0,1335.0,419.0,3.6467,113000.0,NEAR OCEAN
14891,32.62,16.0,5192.0,3261.0,1321.0,2.2685,151900.0,NEAR OCEAN
14892,32.61,27.0,2264.0,1485.0,468.0,3.3514,149100.0,NEAR OCEAN
14893,32.62,19.0,5016.0,2750.0,1081.0,2.7838,155900.0,NEAR OCEAN
14894,32.61,34.0,4325.0,2609.0,979.0,2.8489,128300.0,NEAR OCEAN
14895,32.61,22.0,5016.0,3222.0,1196.0,2.1441,135500.0,NEAR OCEAN
14896,32.6,18.0,2602.0,1042.0,550.0,1.9267,67500.0,NEAR OCEAN
14897,32.59,21.0,1779.0,1327.0,488.0,1.6007,96200.0,NEAR OCEAN
14898,32.59,30.0,144.0,220.0,48.0,2.3929,134400.0,NEAR OCEAN
14899,32.6,24.0,1901.0,1334.0,476.0,2.2544,121900.0,NEAR OCEAN
14900,32.61,10.0,1686.0,1000.0,391.0,2.1765,128400.0,NEAR OCEAN
14901,32.61,24.0,4369.0,3123.0,1247.0,2.0571,152300.0,NEAR OCEAN
14902,32.61,23.0,1630.0,1267.0,418.0,2.5625,131100.0,NEAR OCEAN
14903,32.6,13.0,1607.0,983.0,400.0,2.2903,106300.0,NEAR OCEAN
14904,32.6,25.0,1075.0,434.0,234.0,1.7472,94600.0,NEAR OCEAN
14905,32.6,24.0,1088.0,1095.0,246.0,2.4191,107300.0,NEAR OCEAN
14906,32.6,33.0,905.0,989.0,222.0,2.7014,108200.0,NEAR OCEAN
14907,32.63,31.0,4911.0,2334.0,843.0,4.1958,160100.0,NEAR OCEAN
14908,32.62,34.0,3928.0,2315.0,681.0,4.2851,144500.0,NEAR OCEAN
14909,32.62,26.0,3620.0,2000.0,593.0,4.9962,156000.0,NEAR OCEAN
14910,32.61,31.0,4033.0,2585.0,715.0,3.5096,139900.0,NEAR OCEAN
14911,32.61,21.0,6034.0,3795.0,1146.0,3.2633,129700.0,NEAR OCEAN
14912,32.61,26.0,1563.0,1145.0,313.0,3.8615,139300.0,NEAR OCEAN
14913,32.6,20.0,8052.0,5094.0,1430.0,4.2241,139800.0,NEAR OCEAN
14914,32.6,18.0,4747.0,3002.0,872.0,3.9076,152900.0,NEAR OCEAN
14915,32.59,16.0,4683.0,3073.0,865.0,3.0495,98300.0,NEAR OCEAN
14916,32.63,26.0,2074.0,1228.0,335.0,4.1154,160200.0,NEAR OCEAN
14917,32.62,27.0,1710.0,1089.0,297.0,4.6793,151900.0,NEAR OCEAN
14918,32.61,23.0,1553.0,778.0,229.0,5.1538,171300.0,NEAR OCEAN
14919,32.61,22.0,1028.0,523.0,152.0,6.0086,166900.0,NEAR OCEAN
14920,32.6,26.0,1335.0,742.0,215.0,5.152,143400.0,NEAR OCEAN
14921,32.59,19.0,1902.0,1102.0,313.0,3.0365,98100.0,NEAR OCEAN
14922,32.62,6.0,7995.0,4771.0,1376.0,4.7068,184300.0,NEAR OCEAN
14923,32.64,30.0,4494.0,1883.0,680.0,5.766,186100.0,NEAR OCEAN
14924,32.63,29.0,4168.0,2096.0,713.0,4.2204,169800.0,NEAR OCEAN
14925,32.68,22.0,2346.0,1217.0,382.0,5.5248,156300.0,NEAR OCEAN
14926,32.67,17.0,2319.0,1125.0,337.0,5.551,266900.0,NEAR OCEAN
14927,32.67,16.0,2238.0,1002.0,303.0,6.6143,264100.0,NEAR OCEAN
14928,32.67,20.0,1505.0,635.0,182.0,6.5772,245200.0,NEAR OCEAN
14929,32.66,11.0,9992.0,4495.0,1316.0,6.9664,293900.0,NEAR OCEAN
14930,32.66,19.0,771.0,376.0,108.0,6.6272,273600.0,NEAR OCEAN
14931,32.65,4.0,16450.0,7985.0,2683.0,5.6631,233400.0,NEAR OCEAN
14932,32.64,15.0,4331.0,2046.0,627.0,3.9519,193500.0,NEAR OCEAN
14933,32.65,8.0,8806.0,3159.0,1059.0,4.2155,247800.0,NEAR OCEAN
14934,32.65,14.0,1111.0,472.0,145.0,7.6344,290500.0,NEAR OCEAN
14935,32.64,11.0,3098.0,1391.0,484.0,4.9792,170400.0,NEAR OCEAN
14936,32.63,7.0,6483.0,3269.0,1005.0,5.7358,221600.0,NEAR OCEAN
14937,32.64,5.0,2329.0,1213.0,514.0,4.0298,225600.0,NEAR OCEAN
14938,32.64,5.0,260.0,157.0,42.0,6.5151,281700.0,NEAR OCEAN
14939,32.63,13.0,2087.0,1165.0,330.0,5.7789,227700.0,NEAR OCEAN
14940,32.63,14.0,2796.0,1466.0,464.0,5.2489,213700.0,NEAR OCEAN
14941,32.63,26.0,2756.0,1166.0,398.0,5.1354,181600.0,NEAR OCEAN
14942,32.74,17.0,3101.0,1410.0,486.0,3.1771,189900.0,<1H OCEAN
14943,32.74,17.0,3943.0,1995.0,766.0,2.6944,158300.0,<1H OCEAN
14944,32.74,24.0,977.0,454.0,169.0,4.9286,173700.0,<1H OCEAN
14945,32.74,16.0,3361.0,1754.0,578.0,5.1098,162300.0,<1H OCEAN
14946,32.72,15.0,4209.0,1914.0,641.0,4.5135,158300.0,<1H OCEAN
14947,32.73,16.0,952.0,530.0,143.0,5.0864,175300.0,<1H OCEAN
14948,32.72,4.0,1078.0,571.0,184.0,4.6667,223300.0,<1H OCEAN
14949,32.74,14.0,7410.0,3597.0,1274.0,4.2192,176100.0,<1H OCEAN
14950,32.74,7.0,2722.0,1429.0,574.0,3.9583,141700.0,<1H OCEAN
14951,32.71,18.0,2413.0,1129.0,551.0,2.4567,155000.0,<1H OCEAN
14952,32.73,17.0,1635.0,960.0,279.0,5.2671,157100.0,<1H OCEAN
14953,32.76,26.0,2460.0,838.0,299.0,5.9878,270700.0,<1H OCEAN
14954,32.75,25.0,4137.0,1905.0,630.0,4.375,214000.0,<1H OCEAN
14955,32.75,28.0,3519.0,1720.0,590.0,4.7973,186900.0,<1H OCEAN
14956,32.75,18.0,1519.0,802.0,347.0,2.9886,170800.0,<1H OCEAN
14957,32.76,33.0,3071.0,1348.0,513.0,6.1768,228900.0,<1H OCEAN
14958,32.76,13.0,5543.0,2074.0,737.0,4.9528,266200.0,<1H OCEAN
14959,32.75,4.0,14934.0,6945.0,2418.0,5.1221,229700.0,<1H OCEAN
14960,32.76,9.0,1859.0,947.0,304.0,5.9202,181300.0,<1H OCEAN
14961,32.76,7.0,1659.0,862.0,242.0,5.2741,249400.0,<1H OCEAN
14962,32.75,5.0,8710.0,4372.0,1527.0,4.7813,240900.0,<1H OCEAN
14963,32.76,31.0,1989.0,805.0,301.0,6.5645,189100.0,<1H OCEAN
14964,32.76,21.0,3833.0,1645.0,589.0,4.625,273500.0,<1H OCEAN
14965,32.74,18.0,3341.0,1952.0,602.0,3.9844,215300.0,<1H OCEAN
14966,32.74,17.0,2357.0,1423.0,510.0,1.8856,118800.0,<1H OCEAN
14967,32.73,30.0,1856.0,1103.0,379.0,4.0357,153800.0,<1H OCEAN
14968,32.75,26.0,4038.0,2065.0,687.0,3.9545,178100.0,<1H OCEAN
14969,32.75,34.0,2105.0,973.0,357.0,4.3088,152500.0,<1H OCEAN
14970,32.74,31.0,3473.0,2098.0,677.0,2.6973,135200.0,<1H OCEAN
14971,32.73,22.0,2526.0,1556.0,529.0,2.8646,120800.0,NEAR OCEAN
14972,32.73,17.0,6050.0,3424.0,1131.0,3.7647,127600.0,<1H OCEAN
14973,32.72,10.0,3817.0,2352.0,875.0,2.1362,143200.0,NEAR OCEAN
14974,32.72,12.0,2914.0,2104.0,703.0,2.3068,132300.0,NEAR OCEAN
14975,32.7,15.0,3660.0,2629.0,612.0,4.0444,150100.0,NEAR OCEAN
14976,32.7,23.0,2785.0,1456.0,449.0,4.3714,131000.0,NEAR OCEAN
14977,32.71,18.0,2355.0,1277.0,433.0,3.4551,121400.0,<1H OCEAN
14978,32.71,21.0,3049.0,2355.0,585.0,3.8904,113800.0,NEAR OCEAN
14979,32.71,22.0,2263.0,1395.0,416.0,3.725,123500.0,NEAR OCEAN
14980,32.71,20.0,3506.0,1977.0,668.0,2.9810000000000003,129100.0,NEAR OCEAN
14981,32.72,15.0,825.0,334.0,131.0,4.0391,169500.0,<1H OCEAN
14982,32.72,14.0,1771.0,1046.0,284.0,4.775,143300.0,<1H OCEAN
14983,32.72,13.0,1330.0,719.0,215.0,3.8295,149600.0,<1H OCEAN
14984,32.72,11.0,1112.0,441.0,174.0,4.7679,169500.0,<1H OCEAN
14985,32.74,30.0,4205.0,2012.0,734.0,3.5,144700.0,NEAR OCEAN
14986,32.73,34.0,2061.0,1169.0,400.0,3.5096,142000.0,NEAR OCEAN
14987,32.73,32.0,1750.0,997.0,335.0,3.4784,154400.0,NEAR OCEAN
14988,32.74,37.0,821.0,404.0,135.0,3.0125,130400.0,NEAR OCEAN
14989,32.73,22.0,5201.0,3280.0,817.0,4.7952,141400.0,NEAR OCEAN
14990,32.72,36.0,2030.0,1142.0,357.0,3.7763,126900.0,NEAR OCEAN
14991,32.73,38.0,3174.0,1557.0,619.0,3.5861,123600.0,NEAR OCEAN
14992,32.72,38.0,886.0,505.0,188.0,3.5938,125400.0,NEAR OCEAN
14993,32.72,37.0,2192.0,1515.0,446.0,3.0588,120600.0,NEAR OCEAN
14994,32.72,24.0,5474.0,3020.0,904.0,4.0813,137000.0,NEAR OCEAN
14995,32.73,36.0,2084.0,1097.0,398.0,3.2717,130700.0,NEAR OCEAN
14996,32.73,25.0,1375.0,1032.0,278.0,3.5492,125400.0,NEAR OCEAN
14997,32.72,35.0,3669.0,1694.0,585.0,3.9485,133900.0,NEAR OCEAN
14998,32.73,27.0,3184.0,1763.0,571.0,3.5529,133900.0,NEAR OCEAN
14999,32.74,35.0,1878.0,991.0,409.0,2.4345,129700.0,NEAR OCEAN
15000,32.74,33.0,3880.0,2288.0,805.0,3.6848,140700.0,NEAR OCEAN
15001,32.74,12.0,3301.0,2000.0,879.0,1.8594,119200.0,NEAR OCEAN
15002,32.74,5.0,2878.0,1727.0,758.0,1.7179,132000.0,NEAR OCEAN
15003,32.75,36.0,2297.0,1070.0,392.0,3.5192,144000.0,NEAR OCEAN
15004,32.75,29.0,2767.0,1437.0,587.0,2.8306,142900.0,NEAR OCEAN
15005,32.75,43.0,1718.0,826.0,336.0,2.7014,133700.0,NEAR OCEAN
15006,32.77,34.0,1796.0,918.0,424.0,2.875,161200.0,<1H OCEAN
15007,32.76,15.0,1204.0,543.0,326.0,1.0278,154200.0,<1H OCEAN
15008,32.76,40.0,2523.0,976.0,470.0,3.11,185700.0,<1H OCEAN
15009,32.75,33.0,3296.0,1345.0,556.0,5.2835,217100.0,<1H OCEAN
15010,32.75,24.0,7879.0,3898.0,1534.0,3.0897,187300.0,NEAR OCEAN
15011,32.77,26.0,4263.0,2199.0,1010.0,2.734,148900.0,<1H OCEAN
15012,32.76,43.0,3171.0,1534.0,625.0,3.141,141400.0,NEAR OCEAN
15013,32.76,37.0,4879.0,2076.0,871.0,3.6625,154800.0,NEAR OCEAN
15014,32.76,37.0,2979.0,1285.0,564.0,3.7368,152200.0,NEAR OCEAN
15015,32.77,16.0,7963.0,3769.0,1804.0,2.9624,144700.0,<1H OCEAN
15016,32.77,19.0,4819.0,2572.0,1336.0,2.3393,118200.0,<1H OCEAN
15017,32.78,37.0,1184.0,529.0,192.0,4.7941,161700.0,<1H OCEAN
15018,32.78,17.0,5481.0,2957.0,1537.0,2.5707,171300.0,<1H OCEAN
15019,32.78,33.0,3481.0,1726.0,719.0,3.3675,158200.0,<1H OCEAN
15020,32.79,31.0,2366.0,1077.0,387.0,4.2992,174400.0,<1H OCEAN
15021,32.79,17.0,7352.0,3331.0,1634.0,2.7006,166300.0,<1H OCEAN
15022,32.77,30.0,1802.0,776.0,386.0,2.8125,173500.0,<1H OCEAN
15023,32.76,22.0,3626.0,1800.0,769.0,2.8594,189600.0,<1H OCEAN
15024,32.76,34.0,3415.0,1464.0,593.0,4.0549,223700.0,<1H OCEAN
15025,32.77,24.0,2311.0,1005.0,525.0,2.9,185200.0,<1H OCEAN
15026,32.77,34.0,3330.0,1592.0,656.0,2.6678,164200.0,<1H OCEAN
15027,32.77,43.0,841.0,496.0,207.0,3.0179,149300.0,<1H OCEAN
15028,32.79,31.0,3776.0,1886.0,799.0,3.4421,155300.0,<1H OCEAN
15029,32.78,20.0,2616.0,1532.0,579.0,2.9896,235600.0,<1H OCEAN
15030,32.78,31.0,2567.0,1198.0,499.0,3.4659,163000.0,<1H OCEAN
15031,32.79,36.0,2211.0,868.0,329.0,4.0491,147900.0,<1H OCEAN
15032,32.79,33.0,2420.0,1003.0,397.0,4.0658,165100.0,<1H OCEAN
15033,32.79,26.0,3623.0,1609.0,669.0,3.7439999999999998,165800.0,<1H OCEAN
15034,32.78,29.0,1114.0,385.0,154.0,5.4333,222800.0,<1H OCEAN
15035,32.79,31.0,3256.0,1595.0,706.0,3.4773,155800.0,<1H OCEAN
15036,32.77,35.0,2306.0,828.0,310.0,6.1103,301600.0,<1H OCEAN
15037,32.77,29.0,3558.0,1097.0,445.0,8.093,379600.0,<1H OCEAN
15038,32.76,31.0,2545.0,956.0,342.0,4.3977,226800.0,<1H OCEAN
15039,32.77,35.0,2114.0,881.0,320.0,5.5,241400.0,<1H OCEAN
15040,32.78,33.0,2432.0,1147.0,427.0,3.3906,138100.0,<1H OCEAN
15041,32.78,26.0,2807.0,1785.0,580.0,2.1638,132800.0,<1H OCEAN
15042,32.78,26.0,8902.0,3941.0,1387.0,4.7943,226900.0,<1H OCEAN
15043,32.78,21.0,4192.0,2101.0,710.0,4.4306,159100.0,<1H OCEAN
15044,32.78,15.0,4058.0,1580.0,473.0,7.5,316400.0,<1H OCEAN
15045,32.77,16.0,2770.0,1269.0,429.0,6.6783,275000.0,<1H OCEAN
15046,32.77,8.0,3600.0,1421.0,482.0,6.2609,307100.0,<1H OCEAN
15047,32.78,20.0,3425.0,1489.0,443.0,6.2552,296400.0,<1H OCEAN
15048,32.77,25.0,3308.0,1201.0,414.0,6.3191,303400.0,<1H OCEAN
15049,32.78,17.0,13559.0,6990.0,2533.0,3.4339999999999997,193200.0,<1H OCEAN
15050,32.83,17.0,4234.0,2191.0,725.0,3.6445,197600.0,<1H OCEAN
15051,32.81,35.0,2926.0,1590.0,506.0,4.2014,143200.0,<1H OCEAN
15052,32.8,19.0,1747.0,848.0,290.0,4.875,187200.0,<1H OCEAN
15053,32.83,6.0,3123.0,1513.0,480.0,5.4288,167800.0,<1H OCEAN
15054,32.81,18.0,2367.0,1021.0,395.0,4.8125,210500.0,<1H OCEAN
15055,32.79,24.0,4055.0,2123.0,744.0,4.5224,142000.0,<1H OCEAN
15056,32.79,23.0,5759.0,3108.0,1202.0,3.0927,140600.0,<1H OCEAN
15057,32.8,32.0,1943.0,1081.0,292.0,5.6846,208800.0,<1H OCEAN
15058,32.79,21.0,3770.0,1410.0,446.0,6.7685,294700.0,<1H OCEAN
15059,32.8,21.0,7906.0,4868.0,2117.0,1.8937,109800.0,<1H OCEAN
15060,32.79,19.0,3354.0,1948.0,682.0,3.0192,142300.0,<1H OCEAN
15061,32.79,19.0,11391.0,7178.0,2905.0,2.0326,123200.0,<1H OCEAN
15062,32.8,16.0,3920.0,2612.0,1023.0,1.3291,120800.0,<1H OCEAN
15063,32.79,19.0,3008.0,2341.0,689.0,2.6087,123800.0,<1H OCEAN
15064,32.79,35.0,1081.0,691.0,259.0,2.6324,133700.0,<1H OCEAN
15065,32.8,24.0,2493.0,1420.0,643.0,1.8357,104200.0,<1H OCEAN
15066,32.79,19.0,4108.0,2971.0,1006.0,1.9893,112500.0,<1H OCEAN
15067,32.79,17.0,5236.0,3308.0,1233.0,2.3221,138800.0,<1H OCEAN
15068,32.78,37.0,1255.0,671.0,278.0,3.7019,138600.0,<1H OCEAN
15069,32.78,35.0,1113.0,681.0,246.0,2.9784,136400.0,<1H OCEAN
15070,32.79,32.0,1255.0,782.0,302.0,2.6635,113600.0,<1H OCEAN
15071,32.79,32.0,3756.0,1611.0,598.0,3.8667,189700.0,<1H OCEAN
15072,32.8,28.0,5721.0,2672.0,1054.0,3.963,164400.0,<1H OCEAN
15073,32.8,34.0,3657.0,1513.0,562.0,5.2907,195800.0,<1H OCEAN
